clean_id,evaluation_group,subset,category,filename,image_path
noisy_022,expanded,independent,noisy,noisy_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_022.png
noisy_023,expanded,independent,noisy,noisy_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_023.png
noisy_024,expanded,independent,noisy,noisy_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_024.png
noisy_025,expanded,independent,noisy,noisy_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_025.png
noisy_026,expanded,independent,noisy,noisy_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_026.png
noisy_027,expanded,independent,noisy,noisy_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_027.png
noisy_028,expanded,independent,noisy,noisy_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_028.png
noisy_029,expanded,independent,noisy,noisy_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_029.png
noisy_030,expanded,independent,noisy,noisy_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_030.png
noisy_031,expanded,independent,noisy,noisy_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_031.png
noisy_032,expanded,independent,noisy,noisy_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_032.png
noisy_033,expanded,independent,noisy,noisy_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_033.png
noisy_034,expanded,independent,noisy,noisy_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_034.png
noisy_035,expanded,independent,noisy,noisy_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_035.png
noisy_036,expanded,independent,noisy,noisy_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_036.png
noisy_037,expanded,independent,noisy,noisy_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_037.png
noisy_038,expanded,independent,noisy,noisy_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_038.png
noisy_039,expanded,independent,noisy,noisy_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_039.png
noisy_040,expanded,independent,noisy,noisy_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_040.png
noisy_041,expanded,independent,noisy,noisy_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_041.png
noisy_042,expanded,independent,noisy,noisy_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_042.png
noisy_043,expanded,independent,noisy,noisy_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_043.png
noisy_044,expanded,independent,noisy,noisy_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_044.png
noisy_045,expanded,independent,noisy,noisy_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_045.png
noisy_046,expanded,independent,noisy,noisy_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_046.png
noisy_047,expanded,independent,noisy,noisy_047.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_047.png
noisy_048,expanded,independent,noisy,noisy_048.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_048.png
noisy_049,expanded,independent,noisy,noisy_049.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_049.png
noisy_050,expanded,independent,noisy,noisy_050.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/noisy/noisy_050.png
screenshots_001,expanded,independent,screenshots,screenshots_001.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_001.png
screenshots_002,expanded,independent,screenshots,screenshots_002.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_002.png
screenshots_003,expanded,independent,screenshots,screenshots_003.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_003.png
screenshots_004,expanded,independent,screenshots,screenshots_004.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_004.png
screenshots_005,expanded,independent,screenshots,screenshots_005.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_005.png
screenshots_006,expanded,independent,screenshots,screenshots_006.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_006.png
screenshots_007,expanded,independent,screenshots,screenshots_007.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_007.png
screenshots_008,expanded,independent,screenshots,screenshots_008.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_008.png
screenshots_009,expanded,independent,screenshots,screenshots_009.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_009.png
screenshots_010,expanded,independent,screenshots,screenshots_010.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_010.png
screenshots_011,expanded,independent,screenshots,screenshots_011.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_011.png
screenshots_012,expanded,independent,screenshots,screenshots_012.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_012.png
screenshots_013,expanded,independent,screenshots,screenshots_013.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_013.png
screenshots_014,expanded,independent,screenshots,screenshots_014.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_014.png
screenshots_015,expanded,independent,screenshots,screenshots_015.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_015.png
screenshots_016,expanded,independent,screenshots,screenshots_016.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_016.png
screenshots_017,expanded,independent,screenshots,screenshots_017.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_017.png
screenshots_018,expanded,independent,screenshots,screenshots_018.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_018.png
screenshots_019,expanded,independent,screenshots,screenshots_019.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_019.png
screenshots_020,expanded,independent,screenshots,screenshots_020.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_020.png
screenshots_021,expanded,independent,screenshots,screenshots_021.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_021.png
screenshots_022,expanded,independent,screenshots,screenshots_022.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_022.png
screenshots_023,expanded,independent,screenshots,screenshots_023.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_023.png
screenshots_024,expanded,independent,screenshots,screenshots_024.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_024.png
screenshots_025,expanded,independent,screenshots,screenshots_025.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_025.png
screenshots_026,expanded,independent,screenshots,screenshots_026.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_026.png
screenshots_027,expanded,independent,screenshots,screenshots_027.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_027.png
screenshots_028,expanded,independent,screenshots,screenshots_028.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_028.png
screenshots_029,expanded,independent,screenshots,screenshots_029.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_029.png
screenshots_030,expanded,independent,screenshots,screenshots_030.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_030.png
screenshots_031,expanded,independent,screenshots,screenshots_031.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_031.png
screenshots_032,expanded,independent,screenshots,screenshots_032.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_032.png
screenshots_033,expanded,independent,screenshots,screenshots_033.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_033.png
screenshots_034,expanded,independent,screenshots,screenshots_034.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_034.png
screenshots_035,expanded,independent,screenshots,screenshots_035.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_035.png
screenshots_036,expanded,independent,screenshots,screenshots_036.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_036.png
screenshots_037,expanded,independent,screenshots,screenshots_037.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_037.png
screenshots_038,expanded,independent,screenshots,screenshots_038.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_038.png
screenshots_039,expanded,independent,screenshots,screenshots_039.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_039.png
screenshots_040,expanded,independent,screenshots,screenshots_040.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_040.png
screenshots_041,expanded,independent,screenshots,screenshots_041.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_041.png
screenshots_042,expanded,independent,screenshots,screenshots_042.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_042.png
screenshots_043,expanded,independent,screenshots,screenshots_043.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_043.png
screenshots_044,expanded,independent,screenshots,screenshots_044.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_044.png
screenshots_045,expanded,independent,screenshots,screenshots_045.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_045.png
screenshots_046,expanded,independent,screenshots,screenshots_046.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_046.png
screenshots_047,expanded,independent,screenshots,screenshots_047.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_047.png
screenshots_048,expanded,independent,screenshots,screenshots_048.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_048.png
screenshots_049,expanded,independent,screenshots,screenshots_049.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_049.png
screenshots_050,expanded,independent,screenshots,screenshots_050.png,/home/kali/stego_dataset_expanded/clean_image_expanded_test/renamed_clean_images/screenshots/screenshots_050.png
